Fund Holdings as of,"10/Mar/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"086280","HYUNDAI GLOVIS LTD","Industrials","Equity","450,802.36","0.04","450,802.36","3,238.00","139.22","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1080","ARAB NATIONAL BANK","Financials","Equity","450,319.55","0.04","450,319.55","62,802.00","7.17","Saudi Arabia","Saudi Stock Exchange","SAR"
"IOICORP","IOI CORPORATION","Consumer Staples","Equity","449,963.13","0.04","449,963.13","438,217.00","1.03","Malaysia","Bursa Malaysia","MYR"
"AMBUJACEM","AMBUJA CEMENTS LTD","Materials","Equity","447,997.92","0.04","447,997.92","116,591.00","3.84","India","National Stock Exchange Of India","INR"
"005387","HYUNDAI MOTOR S2 PREF","Consumer Discretionary","Equity","446,506.82","0.04","446,506.82","6,377.00","70.02","Korea (South)","Korea Exchange (Stock Market)","KRW"
"GRUMAB","GRUMA","Consumer Staples","Equity","446,133.51","0.04","446,133.51","36,785.00","12.13","Mexico","Bolsa Mexicana De Valores","MXN"
"071050","KOREA INVESTMENT HOLDINGS LTD","Financials","Equity","445,658.86","0.04","445,658.86","6,973.00","63.91","Korea (South)","Korea Exchange (Stock Market)","KRW"
"CPF.R","CHAROEN POKPHAND FOODS NON-VOTING","Consumer Staples","Equity","444,666.35","0.04","444,666.35","619,310.00","0.72","Thailand","Stock Exchange Of Thailand","THB"
"2600","ALUMINUM CORPORATION OF CHINA CORP","Materials","Equity","444,381.80","0.04","444,381.80","706,549.00","0.63","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"RMI","RAND MERCHANT INSURANCE HOLDING LT","Financials","Equity","441,912.23","0.04","441,912.23","141,672.00","3.12","South Africa","Johannesburg Stock Exchange","ZAR"
"CDR","CD PROJEKT SA","Communication","Equity","441,455.59","0.04","441,455.59","12,116.00","36.44","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"LREN3","LOJAS RENNER SA","Consumer Discretionary","Equity","439,598.82","0.04","439,598.82","93,524.00","4.70","Brazil","XBSP","BRL"
"3898","ZHUZHOU CRRC TIMES ELECTRIC LTD H","Industrials","Equity","438,517.88","0.04","438,517.88","99,000.00","4.43","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SCB.R","SIAM COMMERCIAL BANK NON-VOTING DR","Financials","Equity","437,421.53","0.04","437,421.53","126,082.00","3.47","Thailand","Stock Exchange Of Thailand","THB"
"NRP","NEPI ROCKCASTLE PLC","Real Estate","Equity","436,524.94","0.04","436,524.94","72,728.00","6.00","South Africa","Johannesburg Stock Exchange","ZAR"
"CENCOSUD","CENCOSUD SA","Consumer Staples","Equity","435,405.86","0.04","435,405.86","248,374.00","1.75","Chile","Santiago Stock Exchange","CLP"
"SBICARD","SBI CARDS & PAYMENT SERVICES LTD","Financials","Equity","434,569.43","0.04","434,569.43","41,200.00","10.55","India","National Stock Exchange Of India","INR"
"3311","CHINA STATE CONSTRUCTION INTERNATI","Industrials","Equity","433,551.50","0.04","433,551.50","323,000.00","1.34","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ISA","INTERCONEXION ELECTRICA SA","Utilities","Equity","433,170.23","0.04","433,170.23","70,172.00","6.17","Colombia","Bolsa De Valores De Colombia","COP"
"KOFUBL","COCA-COLA FEMSA CLASS UBL UNITS","Consumer Staples","Equity","430,708.63","0.04","430,708.63","83,838.00","5.14","Mexico","Bolsa Mexicana De Valores","MXN"
"KLK","KUALA LUMPUR KEPONG","Consumer Staples","Equity","429,810.76","0.04","429,810.76","68,700.00","6.26","Malaysia","Bursa Malaysia","MYR"
"656","FOSUN INTERNATIONAL LTD","Industrials","Equity","428,209.04","0.04","428,209.04","433,900.00","0.99","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BTS.R","BTS GROUP HOLDINGS NON-VOTING DR P","Industrials","Equity","426,815.75","0.04","426,815.75","1,529,500.00","0.28","Thailand","Stock Exchange Of Thailand","THB"
"000100","YUHAN CORP","Health Care","Equity","423,146.59","0.03","423,146.59","8,854.00","47.79","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AUROPHARMA","AUROBINDO PHARMA LTD","Health Care","Equity","422,290.75","0.03","422,290.75","51,115.00","8.26","India","National Stock Exchange Of India","INR"
"CSAN3","COSAN INDUSTRIA E COMERCIO SA","Energy","Equity","422,004.51","0.03","422,004.51","96,662.00","4.37","Brazil","XBSP","BRL"
"RAIL3","RUMO SA","Industrials","Equity","419,547.37","0.03","419,547.37","130,319.00","3.22","Brazil","XBSP","BRL"
"005830","DB INSURANCE LTD","Financials","Equity","417,682.88","0.03","417,682.88","8,710.00","47.95","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ALPHA","ALPHA SERVICES AND HOLDINGS SA","Financials","Equity","417,577.57","0.03","417,577.57","378,600.00","1.10","Greece","Athens Exchange S.A. Cash Market","EUR"
"1347","HUA HONG SEMICONDUCTOR LTD","Information Technology","Equity","417,258.97","0.03","417,258.97","97,000.00","4.30","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"COLPAL","COLGATE PALMOLIVE INDIA LTD","Consumer Staples","Equity","417,137.12","0.03","417,137.12","21,263.00","19.62","India","National Stock Exchange Of India","INR"
"032640","LG UPLUS CORP","Communication","Equity","415,794.42","0.03","415,794.42","37,690.00","11.03","Korea (South)","Korea Exchange (Stock Market)","KRW"
"FALABELLA","FALABELLA SACI SA","Consumer Discretionary","Equity","414,698.55","0.03","414,698.55","136,944.00","3.03","Chile","Santiago Stock Exchange","CLP"
"DIALOG","DIALOG GROUP","Energy","Equity","413,169.48","0.03","413,169.48","629,182.00","0.66","Malaysia","Bursa Malaysia","MYR"
"BAAKOMB","KOMERCNI BANK","Financials","Equity","412,831.53","0.03","412,831.53","12,547.00","32.90","Czech Republic","Prague Stock Exchange","CZK"
"ENELAM","ENEL AMERICAS SA","Utilities","Equity","412,027.92","0.03","412,027.92","3,551,091.00","0.12","Chile","Santiago Stock Exchange","CLP"
"AEV","ABOITIZ EQUITY VENTURES PHP1 INC","Industrials","Equity","410,111.24","0.03","410,111.24","359,770.00","1.14","Philippines","Philippine Stock Exchange Inc.","PHP"
"LPP","LPP SA","Consumer Discretionary","Equity","409,912.60","0.03","409,912.60","189.00","2,168.85","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"SPL","SANTANDER BANK POLSKA SA","Financials","Equity","409,677.45","0.03","409,677.45","6,347.00","64.55","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"1336","NEW CHINA LIFE INSURANCE COMPANY L","Financials","Equity","408,612.23","0.03","408,612.23","147,300.00","2.77","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3606","FUYAO GLASS INDUSTRY GROUP LTD H","Consumer Discretionary","Equity","408,472.89","0.03","408,472.89","101,600.00","4.02","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9904","POU CHEN CORP","Consumer Discretionary","Equity","408,305.99","0.03","408,305.99","377,038.00","1.08","Taiwan","Taiwan Stock Exchange","TWD"
"1918","SUNAC CHINA HOLDINGS LTD","Real Estate","Equity","407,569.09","0.03","407,569.09","545,000.00","0.75","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MUTHOOTFIN","MUTHOOT FINANCE LTD","Financials","Equity","406,823.35","0.03","406,823.35","22,320.00","18.23","India","National Stock Exchange Of India","INR"
"MISC","MISC","Industrials","Equity","406,406.61","0.03","406,406.61","232,504.00","1.75","Malaysia","Bursa Malaysia","MYR"
"006360","GS ENGINEERING & CONSTRUCTION CORP","Industrials","Equity","406,324.20","0.03","406,324.20","10,779.00","37.70","Korea (South)","Korea Exchange (Stock Market)","KRW"
"QIIK","QATAR INTERNATIONAL ISLAMIC BANK","Financials","Equity","405,044.26","0.03","405,044.26","143,769.00","2.82","Qatar","Qatar Exchange","QAR"
"GODREJPROP","GODREJ PROPERTIES LTD","Real Estate","Equity","403,843.26","0.03","403,843.26","20,765.00","19.45","India","National Stock Exchange Of India","INR"
"6669","WIWYNN CORPORATION CORP","Information Technology","Equity","403,823.77","0.03","403,823.77","12,000.00","33.65","Taiwan","Taiwan Stock Exchange","TWD"
"GENTING","GENTING","Consumer Discretionary","Equity","403,556.16","0.03","403,556.16","372,245.00","1.08","Malaysia","Bursa Malaysia","MYR"
"HINDPETRO","HINDUSTAN PETROLEUM CORP LTD","Energy","Equity","402,911.80","0.03","402,911.80","110,135.00","3.66","India","National Stock Exchange Of India","INR"
"IRCTC","INDIAN RAILWAY CATERING AND TOURIS","Industrials","Equity","402,809.86","0.03","402,809.86","40,544.00","9.94","India","National Stock Exchange Of India","INR"
"ALE","ALLEGRO SA","Consumer Discretionary","Equity","401,491.21","0.03","401,491.21","59,563.00","6.74","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"097950","CJ CHEILJEDANG CORP","Consumer Staples","Equity","399,741.50","0.03","399,741.50","1,385.00","288.62","Korea (South)","Korea Exchange (Stock Market)","KRW"
"011780","KUMHO PETRO CHEMICAL LTD","Materials","Equity","398,901.69","0.03","398,901.69","3,234.00","123.35","Korea (South)","Korea Exchange (Stock Market)","KRW"
"6886","HUATAI SECURITIES LTD H","Financials","Equity","398,432.23","0.03","398,432.23","260,600.00","1.53","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"LH.R","LAND AND HOUSE PUBLIC NON-VOTING D","Real Estate","Equity","397,821.86","0.03","397,821.86","1,425,600.00","0.28","Thailand","Stock Exchange Of Thailand","THB"
"SIMEPLT","SIME DARBY PLANTATION","Consumer Staples","Equity","397,588.73","0.03","397,588.73","321,429.00","1.24","Malaysia","Bursa Malaysia","MYR"
"BANDHANBNK","BANDHAN BANK LTD","Financials","Equity","396,992.62","0.03","396,992.62","113,668.00","3.49","India","National Stock Exchange Of India","INR"
"MOTHERSUMI","MOTHERSON SUMI SYSTEMS LTD","Consumer Discretionary","Equity","396,785.15","0.03","396,785.15","228,331.00","1.74","India","National Stock Exchange Of India","INR"
"2356","INVENTEC CORP","Information Technology","Equity","396,749.44","0.03","396,749.44","449,000.00","0.88","Taiwan","Taiwan Stock Exchange","TWD"
"KLBF","KALBE FARMA","Health Care","Equity","395,929.11","0.03","395,929.11","3,522,659.00","0.11","Indonesia","Indonesia Stock Exchange","IDR"
"7020","ETIHAD ETISALAT","Communication","Equity","395,832.60","0.03","395,832.60","40,684.00","9.73","Saudi Arabia","Saudi Stock Exchange","SAR"
"NESTLE","NESTLE MALAYSIA","Consumer Staples","Equity","394,746.58","0.03","394,746.58","12,200.00","32.36","Malaysia","Bursa Malaysia","MYR"
"4958","ZHEN DING TECHNOLOGY HOLDING LTD","Information Technology","Equity","394,453.24","0.03","394,453.24","117,709.00","3.35","Taiwan","Taiwan Stock Exchange","TWD"
"MAXIS","MAXIS","Communication","Equity","394,421.11","0.03","394,421.11","396,100.00","1.00","Malaysia","Bursa Malaysia","MYR"
"NTCO3","NATURA CO HOLDING SA","Consumer Staples","Equity","393,529.45","0.03","393,529.45","91,425.00","4.30","Brazil","XBSP","BRL"
"047810","KOREA AEROSPACE INDUSTRIES LTD","Industrials","Equity","392,086.55","0.03","392,086.55","12,911.00","30.37","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2105","CHENG SHIN RUBBER INDUSTRY LTD","Consumer Discretionary","Equity","390,718.97","0.03","390,718.97","318,290.00","1.23","Taiwan","Taiwan Stock Exchange","TWD"
"BIMAS.E","BIM BIRLESIK MAGAZALAR A","Consumer Staples","Equity","390,742.76","0.03","390,742.76","76,245.00","5.12","Turkey","Istanbul Stock Exchange","TRY"
"RHBBANK","RHB BANK","Financials","Equity","389,690.83","0.03","389,690.83","279,919.00","1.39","Malaysia","Bursa Malaysia","MYR"
"2049","HIWIN TECHNOLOGIES CORP","Industrials","Equity","388,743.77","0.03","388,743.77","43,994.00","8.84","Taiwan","Taiwan Stock Exchange","TWD"
"BERGEPAINT","BERGER PAINTS INDIA LTD","Materials","Equity","386,997.37","0.03","386,997.37","43,609.00","8.87","India","National Stock Exchange Of India","INR"
"QGTS","QATAR GAS TRANSPORT COMPANY LTD","Energy","Equity","384,729.71","0.03","384,729.71","383,335.00","1.00","Qatar","Qatar Exchange","QAR"
"BVN","BUENAVENTURA ADR REPRESENTING","Materials","Equity","384,409.72","0.03","384,409.72","35,138.00","10.94","Peru","New York Stock Exchange Inc.","USD"
"QFLS","QATAR FUEL","Energy","Equity","382,895.15","0.03","382,895.15","75,455.00","5.07","Qatar","Qatar Exchange","QAR"
"ICICIPRULI","ICICI PRUDENTIAL LIFE INSURANCE CO","Financials","Equity","379,806.39","0.03","379,806.39","63,023.00","6.03","India","National Stock Exchange Of India","INR"
"361610","SK IE TECHNOLOGY LTD","Materials","Equity","378,870.75","0.03","378,870.75","4,082.00","92.81","Korea (South)","Korea Exchange (Stock Market)","KRW"
"SCGP.R","SCG PACKAGING PCL NON-VOTING DR","Materials","Equity","378,901.88","0.03","378,901.88","226,300.00","1.67","Thailand","Stock Exchange Of Thailand","THB"
"016360","SAMSUNG SECURITIES LTD","Financials","Equity","378,630.78","0.03","378,630.78","11,139.00","33.99","Korea (South)","Korea Exchange (Stock Market)","KRW"
"OR.R","PTT OIL AND RETAIL BUSINESS PCL NO","Consumer Discretionary","Equity","378,384.49","0.03","378,384.49","501,700.00","0.75","Thailand","Stock Exchange Of Thailand","THB"
"LUPIN","LUPIN LTD","Health Care","Equity","377,649.77","0.03","377,649.77","38,965.00","9.69","India","National Stock Exchange Of India","INR"
"BALKRISIND","BALKRISHNA INDUSTRIES LTD","Consumer Discretionary","Equity","377,118.10","0.03","377,118.10","14,691.00","25.67","India","National Stock Exchange Of India","INR"
"KLBN11","KLABIN UNITS SA","Materials","Equity","376,354.22","0.03","376,354.22","74,954.00","5.02","Brazil","XBSP","BRL"
"1268","CHINA MEIDONG AUTO HOLDINGS LTD","Consumer Discretionary","Equity","376,115.36","0.03","376,115.36","94,000.00","4.00","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TOPGLOV","TOP GLOVE CORPORATION","Health Care","Equity","375,904.77","0.03","375,904.77","920,582.00","0.41","Malaysia","Bursa Malaysia","MYR"
"161390","HANKOOK TIRE & TECHNOLOGY LTD","Consumer Discretionary","Equity","374,657.85","0.03","374,657.85","13,655.00","27.44","Korea (South)","Korea Exchange (Stock Market)","KRW"
"RDOR3","REDE DOR SAO LUIZ SA","Health Care","Equity","372,943.79","0.03","372,943.79","36,739.00","10.15","Brazil","XBSP","BRL"
"028300","HLB INC","Consumer Discretionary","Equity","372,232.53","0.03","372,232.53","14,941.00","24.91","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"867","CHINA MEDICAL SYSTEM HOLDINGS LTD","Health Care","Equity","371,744.40","0.03","371,744.40","225,777.00","1.65","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SIEMENS","SIEMENS LTD","Industrials","Equity","371,221.44","0.03","371,221.44","12,194.00","30.44","India","National Stock Exchange Of India","INR"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL","Materials","Equity","370,080.58","0.03","370,080.58","67,969.00","5.44","Brazil","XBSP","BRL"
"EUROB","EUROBANK HOLDINGS SA","Financials","Equity","369,670.50","0.03","369,670.50","403,245.00","0.92","Greece","Athens Exchange S.A. Cash Market","EUR"
"INDIGO","INTERGLOBE AVIATION LTD","Industrials","Equity","368,513.43","0.03","368,513.43","15,714.00","23.45","India","National Stock Exchange Of India","INR"
"139480","E-MART INC","Consumer Staples","Equity","366,461.23","0.03","366,461.23","3,359.00","109.10","Korea (South)","Korea Exchange (Stock Market)","KRW"
"383220","F&F LTD","Consumer Discretionary","Equity","366,277.22","0.03","366,277.22","552.00","663.55","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2354","FOXCONN TECHNOLOGY LTD","Information Technology","Equity","366,166.25","0.03","366,166.25","164,769.00","2.22","Taiwan","Taiwan Stock Exchange","TWD"
"241","ALIBABA HEALTH INFORMATION TECH LT","Consumer Discretionary","Equity","365,901.36","0.03","365,901.36","658,000.00","0.56","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"267250","HYUNDAI HEAVY INDUSTRIES HOLDINGS","Energy","Equity","364,592.22","0.03","364,592.22","8,546.00","42.66","Korea (South)","Korea Exchange (Stock Market)","KRW"
"390","CHINA RAILWAY GROUP LTD H","Industrials","Equity","363,822.77","0.03","363,822.77","641,000.00","0.57","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"008770","HOTEL SHILLA LTDINARY SHARES KOREA","Consumer Discretionary","Equity","362,173.82","0.03","362,173.82","5,392.00","67.17","Korea (South)","Korea Exchange (Stock Market)","KRW"
"011790","SKC LTD","Materials","Equity","361,989.42","0.03","361,989.42","3,407.00","106.25","Korea (South)","Korea Exchange (Stock Market)","KRW"
"YY","JOYY ADR INC","Communication","Equity","361,877.02","0.03","361,877.02","9,694.00","37.33","China","NASDAQ","USD"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Consumer Staples","Equity","360,349.75","0.03","360,349.75","272,695.00","1.32","Mexico","Bolsa Mexicana De Valores","MXN"
"PETRONET","PETRONET LNG LTD","Energy","Equity","360,390.13","0.03","360,390.13","130,888.00","2.75","India","National Stock Exchange Of India","INR"
"1988","CHINA MINSHENG BANKING CORP LTD H","Financials","Equity","359,371.66","0.03","359,371.66","959,461.00","0.37","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6837","HAITONG SECURITIES COMPANY LTD H","Financials","Equity","358,691.99","0.03","358,691.99","446,800.00","0.80","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CRC.R","CENTRAL RETAIL CORPORATION PCL NON","Consumer Discretionary","Equity","358,561.34","0.03","358,561.34","312,774.00","1.15","Thailand","Stock Exchange Of Thailand","THB"
"BRES","BARWA REAL ESTATE","Real Estate","Equity","358,397.76","0.03","358,397.76","335,095.00","1.07","Qatar","Qatar Exchange","QAR"
"ACC","ACC LTD","Materials","Equity","356,441.53","0.03","356,441.53","13,283.00","26.83","India","National Stock Exchange Of India","INR"
"BH.R","BUMRUNGRAD HOSPITAL NON-VOTING DR","Health Care","Equity","351,767.10","0.03","351,767.10","69,200.00","5.08","Thailand","Stock Exchange Of Thailand","THB"
"6618","JD HEALTH INTERNATIONAL INC","Consumer Discretionary","Equity","350,906.35","0.03","350,906.35","61,000.00","5.75","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"URC","UNIVERSAL ROBINA CORP","Consumer Staples","Equity","349,695.70","0.03","349,695.70","164,450.00","2.13","Philippines","Philippine Stock Exchange Inc.","PHP"
"6881","CHINA GALAXY SECURITIES LTD H","Financials","Equity","348,789.41","0.03","348,789.41","643,500.00","0.54","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BHARATFORG","BHARAT FORGE LTD","Consumer Discretionary","Equity","347,940.05","0.03","347,940.05","41,617.00","8.36","India","National Stock Exchange Of India","INR"
"INARI","INARI AMERTRON","Information Technology","Equity","347,302.97","0.03","347,302.97","499,800.00","0.69","Malaysia","Bursa Malaysia","MYR"
"354","CHINASOFT INTERNATIONAL LTD","Information Technology","Equity","347,234.93","0.03","347,234.93","436,000.00","0.80","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"326030","SK BIOPHARMACEUTICALS LTD","Health Care","Equity","347,220.84","0.03","347,220.84","4,902.00","70.83","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BCI","BANCO DE CREDITO E INVERSION","Financials","Equity","346,916.90","0.03","346,916.90","10,391.00","33.39","Chile","Santiago Stock Exchange","CLP"
"024110","INDUSTRIAL BANK OF KOREA","Financials","Equity","346,976.59","0.03","346,976.59","40,588.00","8.55","Korea (South)","Korea Exchange (Stock Market)","KRW"
"JFC","JOLLIBEE FOODS CORP","Consumer Discretionary","Equity","344,991.98","0.03","344,991.98","75,030.00","4.60","Philippines","Philippine Stock Exchange Inc.","PHP"
"884","CIFI HOLDINGS (GROUP) LTD","Real Estate","Equity","344,260.73","0.03","344,260.73","577,900.00","0.60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ALFAA","ALFA A","Industrials","Equity","343,492.84","0.03","343,492.84","450,300.00","0.76","Mexico","Bolsa Mexicana De Valores","MXN"
"902","HUANENG POWER INTERNATIONAL INC H","Utilities","Equity","343,190.24","0.03","343,190.24","564,000.00","0.61","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"INDF","INDOFOOD SUKSES MAKMUR","Consumer Staples","Equity","341,506.47","0.03","341,506.47","802,751.00","0.43","Indonesia","Indonesia Stock Exchange","IDR"
"SPP","SPAR GROUP LTD","Consumer Staples","Equity","341,562.40","0.03","341,562.40","32,434.00","10.53","South Africa","Johannesburg Stock Exchange","ZAR"
"MGLU3","MAGAZINE LUIZA SA","Consumer Discretionary","Equity","341,355.48","0.03","341,355.48","289,273.00","1.18","Brazil","XBSP","BRL"
"TUPRS.E","TURKIYE PETROL RAFINERILERI A","Energy","Equity","341,082.66","0.03","341,082.66","24,550.00","13.89","Turkey","Istanbul Stock Exchange","TRY"
"MBT","METROPOLITAN BANK AND TRUST CO","Financials","Equity","340,432.30","0.03","340,432.30","322,514.00","1.06","Philippines","Philippine Stock Exchange Inc.","PHP"
"2280","ALMARAI","Consumer Staples","Equity","339,439.82","0.03","339,439.82","25,935.00","13.09","Saudi Arabia","Saudi Stock Exchange","SAR"
"PE&OLES*","INDUST PENOLES","Materials","Equity","337,063.73","0.03","337,063.73","25,559.00","13.19","Mexico","Bolsa Mexicana De Valores","MXN"
"BEM.R","BANGKOK EXPRESSWAY AND METRO PCL N","Industrials","Equity","336,162.91","0.03","336,162.91","1,280,800.00","0.26","Thailand","Stock Exchange Of Thailand","THB"
"035250","KANGWON LAND INC","Consumer Discretionary","Equity","333,827.80","0.03","333,827.80","15,328.00","21.78","Korea (South)","Korea Exchange (Stock Market)","KRW"
"IVL.R","INDORAMA VENTURES NON-VOTING DR PC","Materials","Equity","333,051.70","0.03","333,051.70","252,339.00","1.32","Thailand","Stock Exchange Of Thailand","THB"
"4190","JARIR MARKETING","Consumer Discretionary","Equity","332,412.58","0.03","332,412.58","6,229.00","53.37","Saudi Arabia","Saudi Stock Exchange","SAR"
"425","MINTH GROUP LTD","Consumer Discretionary","Equity","332,268.04","0.03","332,268.04","114,000.00","2.91","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"006800","DAEWOO SECURITIES","Financials","Equity","330,744.26","0.03","330,744.26","48,304.00","6.85","Korea (South)","Korea Exchange (Stock Market)","KRW"
"358","JIANGXI COPPER LTD H","Materials","Equity","330,043.72","0.03","330,043.72","195,000.00","1.69","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GENM","GENTING MALAYSIA","Consumer Discretionary","Equity","328,630.51","0.03","328,630.51","464,940.00","0.71","Malaysia","Bursa Malaysia","MYR"
"1313","CHINA RESOURCES CEMENT HOLDINGS LT","Materials","Equity","326,714.91","0.03","326,714.91","390,789.00","0.84","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2883","CHINA OILFIELD SERVICES LTD H","Energy","Equity","326,239.36","0.03","326,239.36","306,000.00","1.07","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AMER3","AMERICANAS SA","Consumer Discretionary","Equity","325,380.89","0.03","325,380.89","61,550.00","5.29","Brazil","XBSP","BRL"
"6862","HAIDILAO INTERNATIONAL HOLDING LTD","Consumer Discretionary","Equity","324,935.44","0.03","324,935.44","178,000.00","1.83","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"489","DONGFENG MOTOR GROUP LTD H","Consumer Discretionary","Equity","321,678.21","0.03","321,678.21","418,000.00","0.77","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"YESBANK","YES BANK LTD","Financials","Equity","320,673.39","0.03","320,673.39","1,904,201.00","0.17","India","National Stock Exchange Of India","INR"
"966","CHINA TAIPING INSURANCE HLDGS LTD","Financials","Equity","320,522.97","0.03","320,522.97","275,530.00","1.16","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"772","CHINA LITERATURE LTD","Communication","Equity","320,094.01","0.03","320,094.01","68,508.00","4.67","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ATHM","AUTOHOME ADS REPRESENTING INC CLA","Communication","Equity","319,987.93","0.03","319,987.93","13,261.00","24.13","China","New York Stock Exchange Inc.","USD"
"TOP.R","THAI OIL NON-VOTING DR PCL","Energy","Equity","318,115.24","0.03","318,115.24","199,900.00","1.59","Thailand","Stock Exchange Of Thailand","THB"
"INDUSTOWER","INDUS TOWERS LTD","Communication","Equity","316,831.60","0.03","316,831.60","113,849.00","2.78","India","National Stock Exchange Of India","INR"
"251270","NETMARBLE CORP","Communication","Equity","316,560.15","0.03","316,560.15","3,703.00","85.49","Korea (South)","Korea Exchange (Stock Market)","KRW"
"KTC.R","KRUNGTHAI CARD NON-VOTING DR PCL","Financials","Equity","315,050.15","0.03","315,050.15","170,500.00","1.85","Thailand","Stock Exchange Of Thailand","THB"
"GARAN.E","TURKIYE GARANTI BANKASI A","Financials","Equity","313,505.26","0.03","313,505.26","396,429.00","0.79","Turkey","Istanbul Stock Exchange","TRY"
"BZ","KANZHUN AMERICAN DEPOSITORY SHARES","Communication","Equity","313,483.80","0.03","313,483.80","14,140.00","22.17","China","NASDAQ","USD"
"BIOCON","BIOCON LTD","Health Care","Equity","311,890.57","0.03","311,890.57","71,425.00","4.37","India","National Stock Exchange Of India","INR"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Industrials","Equity","311,728.31","0.03","311,728.31","40,670.00","7.66","Mexico","Bolsa Mexicana De Valores","MXN"
"CONCOR","CONTAINER CORPORATION OF INDIA LTD","Industrials","Equity","311,263.76","0.03","311,263.76","40,059.00","7.77","India","National Stock Exchange Of India","INR"
"UNVR","UNILEVER INDONESIA","Consumer Staples","Equity","310,998.68","0.03","310,998.68","1,294,770.00","0.24","Indonesia","Indonesia Stock Exchange","IDR"
"PGE","PGE POLSKA GRUPA ENERGETYCZNA SA","Utilities","Equity","310,791.46","0.03","310,791.46","143,956.00","2.16","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"5269","ASMEDIA TECHNOLOGY INC","Information Technology","Equity","310,416.59","0.03","310,416.59","5,000.00","62.08","Taiwan","Taiwan Stock Exchange","TWD"
"TORNTPHARM","TORRENT PHARMACEUTICALS LTD","Health Care","Equity","309,926.85","0.03","309,926.85","8,540.00","36.29","India","National Stock Exchange Of India","INR"
"293490","KAKAO GAMES CORP","Communication","Equity","308,875.07","0.03","308,875.07","5,106.00","60.49","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"EDU","NEW ORIENTAL EDUCATION & TECHNOLOG","Consumer Discretionary","Equity","308,712.00","0.03","308,712.00","270,800.00","1.14","China","New York Stock Exchange Inc.","USD"
"BELA","JUMBO SA","Consumer Discretionary","Equity","308,319.67","0.03","308,319.67","20,575.00","14.99","Greece","Athens Exchange S.A. Cash Market","EUR"
"HARTA","HARTALEGA HOLDINGS","Health Care","Equity","307,733.99","0.03","307,733.99","294,900.00","1.04","Malaysia","Bursa Malaysia","MYR"
"ARI","AFRICAN RAINBOW MINERAL LTD","Materials","Equity","306,911.01","0.03","306,911.01","17,145.00","17.90","South Africa","Johannesburg Stock Exchange","ZAR"
"MABANEE","MABANEE COMPANY","Real Estate","Equity","306,279.40","0.03","306,279.40","102,975.00","2.97","Kuwait","Kuwait Stock Exchange","KWD"
"2196","SHANGHAI FOSUN PHARMACEUTICAL (GRO","Health Care","Equity","304,943.37","0.03","304,943.37","85,500.00","3.57","China","Hong Kong Exchanges And Clearing Ltd","HKD"
