Fund Holdings as of,"10/Mar/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"PSX","PHILLIPS 66","Energy","Equity","29,463,231.63","0.07","29,463,231.63","362,803.00","81.21","United States","New York Stock Exchange Inc.","USD"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","29,457,099.23","0.07","29,457,099.23","672,383.00","43.81","United States","New York Stock Exchange Inc.","USD"
"RMS","HERMES INTERNATIONAL","Consumer Discretionary","Equity","29,392,277.37","0.07","29,392,277.37","23,722.00","1,239.04","France","Nyse Euronext - Euronext Paris","EUR"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","29,363,670.58","0.07","29,363,670.58","89,311.00","328.78","United States","NASDAQ","USD"
"PAYX","PAYCHEX INC","Information Technology","Equity","29,317,535.46","0.07","29,317,535.46","239,934.00","122.19","United States","NASDAQ","USD"
"GPN","GLOBAL PAYMENTS INC","Information Technology","Equity","29,257,939.20","0.07","29,257,939.20","230,160.00","127.12","United States","New York Stock Exchange Inc.","USD"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","29,193,043.26","0.07","29,193,043.26","96,749.00","301.74","United States","NASDAQ","USD"
"4661","ORIENTAL LAND LTD","Consumer Discretionary","Equity","29,139,593.84","0.07","29,139,593.84","155,400.00","187.51","Japan","Tokyo Stock Exchange","JPY"
"WBA","WALGREEN BOOTS ALLIANCE INC","Consumer Staples","Equity","29,101,866.42","0.07","29,101,866.42","605,406.00","48.07","United States","NASDAQ","USD"
"BN","DANONE SA","Consumer Staples","Equity","29,017,010.66","0.07","29,017,010.66","521,688.00","55.62","France","Nyse Euronext - Euronext Paris","EUR"
"ISP","INTESA SANPAOLO","Financials","Equity","29,000,141.56","0.07","29,000,141.56","13,745,300.00","2.11","Italy","Borsa Italiana","EUR"
"9434","SOFTBANK CORP","Communication","Equity","28,986,469.62","0.07","28,986,469.62","2,285,900.00","12.68","Japan","Tokyo Stock Exchange","JPY"
"XEL","XCEL ENERGY INC","Utilities","Equity","28,924,372.08","0.07","28,924,372.08","412,263.00","70.16","United States","NASDAQ","USD"
"PRU","PRUDENTIAL PLC","Financials","Equity","28,864,772.25","0.07","28,864,772.25","2,040,496.00","14.15","United Kingdom","London Stock Exchange","GBP"
"BARC","BARCLAYS PLC","Financials","Equity","28,598,438.54","0.06","28,598,438.54","13,806,235.00","2.07","United Kingdom","London Stock Exchange","GBP"
"KMI","KINDER MORGAN INC","Energy","Equity","28,577,870.30","0.06","28,577,870.30","1,540,586.00","18.55","United States","New York Stock Exchange Inc.","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","28,571,304.30","0.06","28,571,304.30","409,038.00","69.85","United States","NASDAQ","USD"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","28,185,162.04","0.06","28,185,162.04","434,822.00","64.82","United States","New York Stock Exchange Inc.","USD"
"6981","MURATA MANUFACTURING LTD","Information Technology","Equity","27,962,201.79","0.06","27,962,201.79","433,218.00","64.55","Japan","Tokyo Stock Exchange","JPY"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","27,787,087.19","0.06","27,787,087.19","100,813.00","275.63","United States","New York Stock Exchange Inc.","USD"
"VNA","VONOVIA SE","Real Estate","Equity","27,745,632.73","0.06","27,745,632.73","560,823.00","49.47","Germany","Xetra","EUR"
"3382","SEVEN & I HOLDINGS LTD","Consumer Staples","Equity","27,608,418.30","0.06","27,608,418.30","590,812.00","46.73","Japan","Tokyo Stock Exchange","JPY"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","27,548,311.20","0.06","27,548,311.20","421,228.00","65.40","United States","New York Stock Exchange Inc.","USD"
"ENI","ENI","Energy","Equity","27,530,794.76","0.06","27,530,794.76","1,906,744.00","14.44","Italy","Borsa Italiana","EUR"
"DSV","DSV","Industrials","Equity","27,397,242.48","0.06","27,397,242.48","155,070.00","176.68","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"ATCO A","ATLAS COPCO CLASS A","Industrials","Equity","27,370,344.48","0.06","27,370,344.48","545,592.00","50.17","Sweden","Nasdaq Omx Nordic","SEK"
"GIVN","GIVAUDAN SA","Materials","Equity","27,178,586.45","0.06","27,178,586.45","7,041.00","3,860.05","Switzerland","SIX Swiss Exchange","CHF"
"ATD","ALIMENTATION COUCHE TARD MULTI VOT","Consumer Staples","Equity","26,997,775.24","0.06","26,997,775.24","701,761.00","38.47","Canada","Toronto Stock Exchange","CAD"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","26,988,608.04","0.06","26,988,608.04","233,022.00","115.82","United States","New York Stock Exchange Inc.","USD"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","26,927,785.90","0.06","26,927,785.90","300,970.00","89.47","United States","New York Stock Exchange Inc.","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","26,867,724.80","0.06","26,867,724.80","299,863.00","89.60","United States","NASDAQ","USD"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","26,862,364.10","0.06","26,862,364.10","180,466.00","148.85","United States","New York Stock Exchange Inc.","USD"
"CTAS","CINTAS CORP","Industrials","Equity","26,826,841.50","0.06","26,826,841.50","72,554.00","369.75","United States","NASDAQ","USD"
"CSU","CONSTELLATION SOFTWARE INC","Information Technology","Equity","26,757,961.20","0.06","26,757,961.20","16,282.00","1,643.41","Canada","Toronto Stock Exchange","CAD"
"SNAP","SNAP INC CLASS A","Communication","Equity","26,731,840.62","0.06","26,731,840.62","842,213.00","31.74","United States","New York Stock Exchange Inc.","USD"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","26,700,668.40","0.06","26,700,668.40","109,420.00","244.02","United States","New York Stock Exchange Inc.","USD"
"INVE B","INVESTOR CLASS B","Financials","Equity","26,647,639.31","0.06","26,647,639.31","1,362,152.00","19.56","Sweden","Nasdaq Omx Nordic","SEK"
"WOW","WOOLWORTHS GROUP LTD","Consumer Staples","Equity","26,444,817.46","0.06","26,444,817.46","1,004,835.00","26.32","Australia","Asx - All Markets","AUD"
"HAL","HALLIBURTON","Energy","Equity","26,404,054.05","0.06","26,404,054.05","695,759.00","37.95","United States","New York Stock Exchange Inc.","USD"
"EXPN","EXPERIAN PLC","Industrials","Equity","26,390,967.55","0.06","26,390,967.55","701,642.00","37.61","United Kingdom","London Stock Exchange","GBP"
"6273","SMC (JAPAN) CORP","Industrials","Equity","26,340,980.90","0.06","26,340,980.90","47,045.00","559.91","Japan","Tokyo Stock Exchange","JPY"
"8766","TOKIO MARINE HOLDINGS INC","Financials","Equity","26,302,584.81","0.06","26,302,584.81","474,072.00","55.48","Japan","Tokyo Stock Exchange","JPY"
"BA.","BAE SYSTEMS PLC","Industrials","Equity","26,293,749.52","0.06","26,293,749.52","2,727,866.00","9.64","United Kingdom","London Stock Exchange","GBP"
"SE","SEA ADS REPRESENTING LTD CLASS A","Communication","Equity","26,249,950.75","0.06","26,249,950.75","265,285.00","98.95","Singapore","New York Stock Exchange Inc.","USD"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","26,103,882.46","0.06","26,103,882.46","60,694.00","430.09","United States","NASDAQ","USD"
"NDA SE","NORDEA BANK","Financials","Equity","26,003,626.26","0.06","26,003,626.26","2,590,671.00","10.04","Sweden","Nasdaq Omx Nordic","SEK"
"MTD","METTLER TOLEDO INC","Health Care","Equity","25,958,442.64","0.06","25,958,442.64","19,396.00","1,338.34","United States","New York Stock Exchange Inc.","USD"
"DLTR","DOLLAR TREE INC","Consumer Discretionary","Equity","25,927,571.25","0.06","25,927,571.25","174,303.00","148.75","United States","NASDAQ","USD"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","25,861,937.50","0.06","25,861,937.50","295,565.00","87.50","United States","New York Stock Exchange Inc.","USD"
"ADYEN","ADYEN NV","Information Technology","Equity","25,615,748.20","0.06","25,615,748.20","15,165.00","1,689.14","Netherlands","Euronext Amsterdam","EUR"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","25,576,833.35","0.06","25,576,833.35","97,417.00","262.55","United States","New York Stock Exchange Inc.","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","25,521,594.24","0.06","25,521,594.24","182,089.00","140.16","United States","NASDAQ","USD"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","25,428,015.04","0.06","25,428,015.04","571,673.00","44.48","United States","NASDAQ","USD"
"6954","FANUC CORP","Industrials","Equity","25,384,472.51","0.06","25,384,472.51","150,151.00","169.06","Japan","Tokyo Stock Exchange","JPY"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Consumer Staples","Equity","25,380,547.34","0.06","25,380,547.34","835,188.00","30.39","Netherlands","Euronext Amsterdam","EUR"
"FERG","FERGUSON PLC","Industrials","Equity","25,279,291.72","0.06","25,279,291.72","180,040.00","140.41","United Kingdom","London Stock Exchange","GBP"
"8411","MIZUHO FINANCIAL GROUP INC","Financials","Equity","25,261,831.43","0.06","25,261,831.43","1,949,094.00","12.96","Japan","Tokyo Stock Exchange","JPY"
"EBAY","EBAY INC","Consumer Discretionary","Equity","25,243,436.68","0.06","25,243,436.68","482,113.00","52.36","United States","NASDAQ","USD"
"LNG","CHENIERE ENERGY INC","Energy","Equity","25,170,975.90","0.06","25,170,975.90","189,855.00","132.58","United States","Nyse Mkt Llc","USD"
"OKE","ONEOK INC","Energy","Equity","24,974,919.44","0.06","24,974,919.44","369,944.00","67.51","United States","New York Stock Exchange Inc.","USD"
"RIO","RIO TINTO LTD","Materials","Equity","24,960,977.80","0.06","24,960,977.80","306,633.00","81.40","Australia","Asx - All Markets","AUD"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","24,864,917.40","0.06","24,864,917.40","336,923.00","73.80","United States","New York Stock Exchange Inc.","USD"
"CRG","CRH PLC","Materials","Equity","24,786,123.24","0.06","24,786,123.24","629,055.00","39.40","Ireland","Irish Stock Exchange - All Market","EUR"
"STT","STATE STREET CORP","Financials","Equity","24,775,500.96","0.06","24,775,500.96","298,788.00","82.92","United States","New York Stock Exchange Inc.","USD"
"FAST","FASTENAL","Industrials","Equity","24,760,210.02","0.06","24,760,210.02","454,566.00","54.47","United States","NASDAQ","USD"
"SLF","SUN LIFE FINANCIAL INC","Financials","Equity","24,649,962.10","0.06","24,649,962.10","469,267.00","52.53","Canada","Toronto Stock Exchange","CAD"
"DFS","DISCOVER FINANCIAL SERVICES","Financials","Equity","24,564,700.80","0.06","24,564,700.80","234,396.00","104.80","United States","New York Stock Exchange Inc.","USD"
"EQNR","EQUINOR","Energy","Equity","24,532,963.49","0.06","24,532,963.49","751,354.00","32.65","Norway","Oslo Bors Asa","NOK"
"DSY","DASSAULT SYSTEMES","Information Technology","Equity","24,506,078.37","0.06","24,506,078.37","536,700.00","45.66","France","Nyse Euronext - Euronext Paris","EUR"
"LSEG","LONDON STOCK EXCHANGE GROUP PLC","Financials","Equity","24,423,976.83","0.06","24,423,976.83","254,289.00","96.05","United Kingdom","London Stock Exchange","GBP"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","24,421,491.78","0.06","24,421,491.78","89,607.00","272.54","United States","New York Stock Exchange Inc.","USD"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","24,232,601.36","0.05","24,232,601.36","259,006.00","93.56","United States","New York Stock Exchange Inc.","USD"
"VWS","VESTAS WIND SYSTEMS","Industrials","Equity","24,129,357.79","0.05","24,129,357.79","778,835.00","30.98","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"SIVB","SVB FINANCIAL GROUP","Financials","Equity","24,123,650.14","0.05","24,123,650.14","44,714.00","539.51","United States","NASDAQ","USD"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","24,057,244.89","0.05","24,057,244.89","198,443.00","121.23","United States","New York Stock Exchange Inc.","USD"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","24,011,637.00","0.05","24,011,637.00","117,050.00","205.14","United States","New York Stock Exchange Inc.","USD"
"FNV","FRANCO NEVADA CORP","Materials","Equity","23,969,057.61","0.05","23,969,057.61","149,504.00","160.32","Canada","Toronto Stock Exchange","CAD"
"DB1","DEUTSCHE BOERSE AG","Financials","Equity","23,938,058.06","0.05","23,938,058.06","150,818.00","158.72","Germany","Xetra","EUR"
"CMI","CUMMINS INC","Industrials","Equity","23,916,416.00","0.05","23,916,416.00","121,280.00","197.20","United States","New York Stock Exchange Inc.","USD"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","23,898,259.58","0.05","23,898,259.58","172,451.00","138.58","United States","NASDAQ","USD"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","23,895,214.56","0.05","23,895,214.56","106,428.00","224.52","United States","NASDAQ","USD"
"PCAR","PACCAR INC","Industrials","Equity","23,853,125.85","0.05","23,853,125.85","276,879.00","86.15","United States","NASDAQ","USD"
"GLW","CORNING INC","Information Technology","Equity","23,780,368.39","0.05","23,780,368.39","642,539.00","37.01","United States","New York Stock Exchange Inc.","USD"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","23,774,287.50","0.05","23,774,287.50","592,875.00","40.10","United States","New York Stock Exchange Inc.","USD"
"CAP","CAPGEMINI","Information Technology","Equity","23,721,371.38","0.05","23,721,371.38","123,197.00","192.55","France","Nyse Euronext - Euronext Paris","EUR"
"PPG","PPG INDUSTRIES INC","Materials","Equity","23,697,492.60","0.05","23,697,492.60","195,540.00","121.19","United States","New York Stock Exchange Inc.","USD"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","23,626,387.20","0.05","23,626,387.20","286,728.00","82.40","United States","New York Stock Exchange Inc.","USD"
"AME","AMETEK INC","Industrials","Equity","23,573,199.26","0.05","23,573,199.26","183,907.00","128.18","United States","New York Stock Exchange Inc.","USD"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","23,501,923.84","0.05","23,501,923.84","37,088.00","633.68","United States","New York Stock Exchange Inc.","USD"
"4503","ASTELLAS PHARMA INC","Health Care","Equity","23,489,941.79","0.05","23,489,941.79","1,492,200.00","15.74","Japan","Tokyo Stock Exchange","JPY"
"TSCO","TESCO PLC","Consumer Staples","Equity","23,399,125.64","0.05","23,399,125.64","6,502,427.00","3.60","United Kingdom","London Stock Exchange","GBP"
"DSM","KONINKILIJKE DSM NV","Materials","Equity","23,293,667.64","0.05","23,293,667.64","141,172.00","165.00","Netherlands","Euronext Amsterdam","EUR"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","23,272,289.88","0.05","23,272,289.88","308,692.00","75.39","United States","NASDAQ","USD"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","23,253,054.24","0.05","23,253,054.24","149,981.00","155.04","United States","New York Stock Exchange Inc.","USD"
"BIIB","BIOGEN INC","Health Care","Equity","23,234,920.80","0.05","23,234,920.80","116,970.00","198.64","United States","NASDAQ","USD"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","23,134,990.93","0.05","23,134,990.93","182,467.00","126.79","United States","New York Stock Exchange Inc.","USD"
"VOW3","VOLKSWAGEN NON-VOTING PREF AG","Consumer Discretionary","Equity","23,122,140.20","0.05","23,122,140.20","145,951.00","158.42","Germany","Xetra","EUR"
"O39","OVERSEA-CHINESE BANKING LTD","Financials","Equity","23,034,903.72","0.05","23,034,903.72","2,669,651.00","8.63","Singapore","Singapore Exchange","SGD"
"STLA","STELLANTIS NV","Consumer Discretionary","Equity","23,017,961.90","0.05","23,017,961.90","1,550,875.00","14.84","Italy","Borsa Italiana","EUR"
"PHIA","KONINKLIJKE PHILIPS NV","Health Care","Equity","22,918,554.28","0.05","22,918,554.28","739,821.00","30.98","Netherlands","Euronext Amsterdam","EUR"
"GMG","GOODMAN GROUP UNITS","Real Estate","Equity","22,901,530.18","0.05","22,901,530.18","1,405,525.00","16.29","Australia","Asx - All Markets","AUD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","22,856,643.82","0.05","22,856,643.82","73,793.00","309.74","United States","NASDAQ","USD"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","22,818,785.85","0.05","22,818,785.85","253,683.00","89.95","United States","New York Stock Exchange Inc.","USD"
"APTV","APTIV PLC","Consumer Discretionary","Equity","22,759,350.48","0.05","22,759,350.48","215,361.00","105.68","United States","New York Stock Exchange Inc.","USD"
"9983","FAST RETAILING LTD","Consumer Discretionary","Equity","22,680,231.54","0.05","22,680,231.54","43,755.00","518.35","Japan","Tokyo Stock Exchange","JPY"
"NOKIA","NOKIA","Information Technology","Equity","22,601,572.30","0.05","22,601,572.30","4,646,067.00","4.86","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","22,596,320.76","0.05","22,596,320.76","257,127.00","87.88","United States","New York Stock Exchange Inc.","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","22,586,893.48","0.05","22,586,893.48","122,197.00","184.84","United States","NASDAQ","USD"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Industrials","Equity","22,572,031.76","0.05","22,572,031.76","380,278.00","59.36","France","Nyse Euronext - Euronext Paris","EUR"
"AEM","AGNICO EAGLE MINES LTD","Materials","Equity","22,313,641.51","0.05","22,313,641.51","359,887.00","62.00","Canada","Toronto Stock Exchange","CAD"
"TTD","TRADE DESK INC CLASS A","Information Technology","Equity","22,228,537.98","0.05","22,228,537.98","352,666.00","63.03","United States","NASDAQ","USD"
"ES","EVERSOURCE ENERGY","Utilities","Equity","22,161,456.36","0.05","22,161,456.36","262,701.00","84.36","United States","New York Stock Exchange Inc.","USD"
"6902","DENSO CORP","Consumer Discretionary","Equity","22,135,371.26","0.05","22,135,371.26","361,743.00","61.19","Japan","Tokyo Stock Exchange","JPY"
"AHT","ASHTEAD GROUP PLC","Industrials","Equity","22,129,161.13","0.05","22,129,161.13","355,458.00","62.26","United Kingdom","London Stock Exchange","GBP"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industrials","Equity","22,027,663.28","0.05","22,027,663.28","2,336,528.00","9.43","Australia","Asx - All Markets","AUD"
"CERN","CERNER CORP","Health Care","Equity","22,021,284.00","0.05","22,021,284.00","236,788.00","93.00","United States","NASDAQ","USD"
"TWTR","TWITTER INC","Communication","Equity","22,003,578.56","0.05","22,003,578.56","644,888.00","34.12","United States","New York Stock Exchange Inc.","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","21,985,274.40","0.05","21,985,274.40","591,002.00","37.20","United States","NASDAQ","USD"
"SREN","SWISS RE AG","Financials","Equity","21,871,337.86","0.05","21,871,337.86","250,365.00","87.36","Switzerland","SIX Swiss Exchange","CHF"
"BLL","BALL CORP","Materials","Equity","21,832,645.62","0.05","21,832,645.62","250,777.00","87.06","United States","New York Stock Exchange Inc.","USD"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","21,831,551.19","0.05","21,831,551.19","149,031.00","146.49","United States","New York Stock Exchange Inc.","USD"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","21,645,652.14","0.05","21,645,652.14","113,103.00","191.38","United States","New York Stock Exchange Inc.","USD"
"HOLN","HOLCIM LTD AG","Materials","Equity","21,567,449.68","0.05","21,567,449.68","461,637.00","46.72","Switzerland","SIX Swiss Exchange","CHF"
"RWE","RWE AG","Utilities","Equity","21,542,651.06","0.05","21,542,651.06","518,191.00","41.57","Germany","Xetra","EUR"
"HES","HESS CORP","Energy","Equity","21,472,777.04","0.05","21,472,777.04","218,842.00","98.12","United States","New York Stock Exchange Inc.","USD"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Equity","21,473,418.51","0.05","21,473,418.51","18,196.00","1,180.12","Switzerland","SIX Swiss Exchange","CHF"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","21,418,964.68","0.05","21,418,964.68","177,148.00","120.91","United States","New York Stock Exchange Inc.","USD"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","21,408,033.39","0.05","21,408,033.39","139,803.00","153.13","United States","New York Stock Exchange Inc.","USD"
"WKL","WOLTERS KLUWER NV","Industrials","Equity","21,262,255.35","0.05","21,262,255.35","218,241.00","97.43","Netherlands","Euronext Amsterdam","EUR"
"6702","FUJITSU LTD","Information Technology","Equity","21,250,084.85","0.05","21,250,084.85","149,259.00","142.37","Japan","Tokyo Stock Exchange","JPY"
"STM","STMICROELECTRONICS NV","Information Technology","Equity","21,220,649.82","0.05","21,220,649.82","548,068.00","38.72","France","Nyse Euronext - Euronext Paris","EUR"
"AMS","AMADEUS IT GROUP SA","Information Technology","Equity","21,183,654.73","0.05","21,183,654.73","365,088.00","58.02","Spain","Bolsa De Madrid","EUR"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","21,140,391.70","0.05","21,140,391.70","211,955.00","99.74","United States","New York Stock Exchange Inc.","USD"
"EFX","EQUIFAX INC","Industrials","Equity","21,054,269.54","0.05","21,054,269.54","93,074.00","226.21","United States","New York Stock Exchange Inc.","USD"
"KKR","KKR AND CO INC","Financials","Equity","21,011,088.10","0.05","21,011,088.10","393,098.00","53.45","United States","New York Stock Exchange Inc.","USD"
"NA","NATIONAL BANK OF CANADA","Financials","Equity","20,918,293.27","0.05","20,918,293.27","272,755.00","76.69","Canada","Toronto Stock Exchange","CAD"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","20,898,530.73","0.05","20,898,530.73","56,259.00","371.47","United States","New York Stock Exchange Inc.","USD"
"ASSA B","ASSA ABLOY B","Industrials","Equity","20,740,432.21","0.05","20,740,432.21","832,542.00","24.91","Sweden","Nasdaq Omx Nordic","SEK"
"BMW","BMW AG","Consumer Discretionary","Equity","20,706,520.53","0.05","20,706,520.53","261,007.00","79.33","Germany","Xetra","EUR"
"HEXA B","HEXAGON CLASS B","Information Technology","Equity","20,647,565.82","0.05","20,647,565.82","1,625,179.00","12.70","Sweden","Nasdaq Omx Nordic","SEK"
"CVE","CENOVUS ENERGY INC","Energy","Equity","20,629,142.07","0.05","20,629,142.07","1,293,343.00","15.95","Canada","Toronto Stock Exchange","CAD"
"MRK","MERCK","Health Care","Equity","20,559,086.72","0.05","20,559,086.72","108,702.00","189.13","Germany","Xetra","EUR"
"FRC","FIRST REPUBLIC BANK","Financials","Equity","20,529,111.02","0.05","20,529,111.02","125,338.00","163.79","United States","New York Stock Exchange Inc.","USD"
"LR","LEGRAND SA","Industrials","Equity","20,488,451.75","0.05","20,488,451.75","225,389.00","90.90","France","Nyse Euronext - Euronext Paris","EUR"
"TECK.B","TECK RESOURCES SUBORDINATE VOTING","Materials","Equity","20,450,960.72","0.05","20,450,960.72","484,318.00","42.23","Canada","Toronto Stock Exchange","CAD"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","20,445,506.20","0.05","20,445,506.20","104,165.00","196.28","United States","New York Stock Exchange Inc.","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","20,443,679.08","0.05","20,443,679.08","556,442.00","36.74","United States","NASDAQ","USD"
"LH","LABORATORY CORPORATION OF AMERICA","Health Care","Equity","20,436,910.74","0.05","20,436,910.74","76,767.00","266.22","United States","New York Stock Exchange Inc.","USD"
"WPL","WOODSIDE PETROLEUM LTD","Energy","Equity","20,428,127.05","0.05","20,428,127.05","877,014.00","23.29","Australia","Asx - All Markets","AUD"
"DTE","DTE ENERGY","Utilities","Equity","20,376,274.50","0.05","20,376,274.50","160,065.00","127.30","United States","New York Stock Exchange Inc.","USD"
"SSE","SSE PLC","Utilities","Equity","20,288,821.29","0.05","20,288,821.29","924,284.00","21.95","United Kingdom","London Stock Exchange","GBP"
"EOAN","E.ON N","Utilities","Equity","20,264,200.52","0.05","20,264,200.52","1,787,276.00","11.34","Germany","Xetra","EUR"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","20,254,285.82","0.05","20,254,285.82","206,803.00","97.94","United States","New York Stock Exchange Inc.","USD"
"ABC","AMERISOURCEBERGEN CORP","Health Care","Equity","20,253,169.03","0.05","20,253,169.03","138,559.00","146.17","United States","New York Stock Exchange Inc.","USD"
"8591","ORIX CORP","Financials","Equity","20,232,561.25","0.05","20,232,561.25","1,072,090.00","18.87","Japan","Tokyo Stock Exchange","JPY"
"VOLV B","VOLVO CLASS B","Industrials","Equity","20,211,568.50","0.05","20,211,568.50","1,153,944.00","17.52","Sweden","Nasdaq Omx Nordic","SEK"
"ANSS","ANSYS INC","Information Technology","Equity","20,184,007.96","0.05","20,184,007.96","66,491.00","303.56","United States","NASDAQ","USD"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","20,177,111.98","0.05","20,177,111.98","112,778.00","178.91","United States","NASDAQ","USD"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","20,081,139.76","0.05","20,081,139.76","209,353.00","95.92","United States","New York Stock Exchange Inc.","USD"
"LEN","LENNAR A CORP","Consumer Discretionary","Equity","20,070,601.78","0.05","20,070,601.78","227,842.00","88.09","United States","New York Stock Exchange Inc.","USD"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","20,001,932.25","0.05","20,001,932.25","347,075.00","57.63","United States","NASDAQ","USD"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","19,683,786.90","0.04","19,683,786.90","106,774.00","184.35","United States","New York Stock Exchange Inc.","USD"
"RACE","FERRARI NV","Consumer Discretionary","Equity","19,645,492.97","0.04","19,645,492.97","103,061.00","190.62","Italy","Borsa Italiana","EUR"
"SAND","SANDVIK","Industrials","Equity","19,591,087.16","0.04","19,591,087.16","908,904.00","21.55","Sweden","Nasdaq Omx Nordic","SEK"
"UOB","UNITED OVERSEAS BANK LTD","Financials","Equity","19,539,200.44","0.04","19,539,200.44","885,851.00","22.06","Singapore","Singapore Exchange","SGD"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","19,534,285.36","0.04","19,534,285.36","197,996.00","98.66","United States","New York Stock Exchange Inc.","USD"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","19,400,765.10","0.04","19,400,765.10","84,738.00","228.95","United States","NASDAQ","USD"
"ITX","INDUSTRIA DE DISENO TEXTIL INDITEX","Consumer Discretionary","Equity","19,392,962.23","0.04","19,392,962.23","815,965.00","23.77","Spain","Bolsa De Madrid","EUR"
"IT","GARTNER INC","Information Technology","Equity","19,347,424.70","0.04","19,347,424.70","68,830.00","281.09","United States","New York Stock Exchange Inc.","USD"
"CPRT","COPART INC","Industrials","Equity","19,308,677.24","0.04","19,308,677.24","166,756.00","115.79","United States","NASDAQ","USD"
"ERIC B","ERICSSON B","Information Technology","Equity","19,279,223.20","0.04","19,279,223.20","2,289,473.00","8.42","Sweden","Nasdaq Omx Nordic","SEK"
"NET","CLOUDFLARE INC CLASS A","Information Technology","Equity","19,272,903.30","0.04","19,272,903.30","197,610.00","97.53","United States","New York Stock Exchange Inc.","USD"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Financials","Equity","19,202,526.30","0.04","19,202,526.30","287,205.00","66.86","United States","New York Stock Exchange Inc.","USD"
"WPM","WHEATON PRECIOUS METALS CORP","Materials","Equity","19,187,750.81","0.04","19,187,750.81","390,895.00","49.09","Canada","Toronto Stock Exchange","CAD"
"669","TECHTRONIC INDUSTRIES LTD","Industrials","Equity","19,044,205.25","0.04","19,044,205.25","1,149,500.00","16.57","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","18,881,076.96","0.04","18,881,076.96","287,121.00","65.76","United States","New York Stock Exchange Inc.","USD"
