Fund Holdings as of,"10/Mar/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrials","Equity","11,268,727.80","0.03","11,268,727.80","39,951.00","282.06","Switzerland","SIX Swiss Exchange","CHF"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","11,269,423.00","0.03","11,269,423.00","27,689.00","407.00","United States","New York Stock Exchange Inc.","USD"
"AVY","AVERY DENNISON CORP","Materials","Equity","11,263,374.90","0.03","11,263,374.90","68,826.00","163.65","United States","New York Stock Exchange Inc.","USD"
"FME","FRESENIUS MEDICAL CARE AG","Health Care","Equity","11,228,459.37","0.03","11,228,459.37","178,032.00","63.07","Germany","Xetra","EUR"
"IEX","IDEX CORP","Industrials","Equity","11,209,920.08","0.03","11,209,920.08","59,362.00","188.84","United States","New York Stock Exchange Inc.","USD"
"KRX","KINGSPAN GROUP PLC","Industrials","Equity","11,204,160.67","0.03","11,204,160.67","118,902.00","94.23","Ireland","Irish Stock Exchange - All Market","EUR"
"PLUG","PLUG POWER INC","Industrials","Equity","11,202,628.89","0.03","11,202,628.89","432,701.00","25.89","United States","NASDAQ","USD"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Financials","Equity","11,192,997.95","0.03","11,192,997.95","1,229,917.00","9.10","Sweden","Nasdaq Omx Nordic","SEK"
"III","3I GROUP PLC","Financials","Equity","11,182,722.19","0.03","11,182,722.19","699,622.00","15.98","United Kingdom","London Stock Exchange","GBP"
"SCG","SCENTRE GROUP","Real Estate","Equity","11,181,891.09","0.03","11,181,891.09","4,981,580.00","2.24","Australia","Asx - All Markets","AUD"
"ZEN","ZENDESK INC","Information Technology","Equity","11,173,235.64","0.03","11,173,235.64","93,948.00","118.93","United States","New York Stock Exchange Inc.","USD"
"CABK","CAIXABANK SA","Financials","Equity","11,166,881.04","0.03","11,166,881.04","3,525,101.00","3.17","Spain","Bolsa De Madrid","EUR"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","11,157,853.45","0.03","11,157,853.45","632,173.00","17.65","United States","New York Stock Exchange Inc.","USD"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","11,131,941.06","0.03","11,131,941.06","74,706.00","149.01","United States","New York Stock Exchange Inc.","USD"
"JKHY","JACK HENRY AND ASSOCIATES INC","Information Technology","Equity","11,114,140.46","0.03","11,114,140.46","61,181.00","181.66","United States","NASDAQ","USD"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","11,100,147.28","0.03","11,100,147.28","23,048.00","481.61","United States","New York Stock Exchange Inc.","USD"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","11,089,405.98","0.03","11,089,405.98","143,163.00","77.46","United States","NASDAQ","USD"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","11,086,291.00","0.03","11,086,291.00","607,468.00","18.25","United States","NASDAQ","USD"
"CTXS","CITRIX SYSTEMS INC","Information Technology","Equity","11,085,340.05","0.03","11,085,340.05","109,269.00","101.45","United States","NASDAQ","USD"
"8604","NOMURA HOLDINGS INC","Financials","Equity","11,080,180.76","0.03","11,080,180.76","2,618,531.00","4.23","Japan","Tokyo Stock Exchange","JPY"
"CE","CELANESE CORP","Materials","Equity","11,083,212.66","0.03","11,083,212.66","79,977.00","138.58","United States","New York Stock Exchange Inc.","USD"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","11,074,740.88","0.03","11,074,740.88","139,762.00","79.24","United States","New York Stock Exchange Inc.","USD"
"BILL","BILL COM HOLDINGS INC","Information Technology","Equity","11,067,207.84","0.03","11,067,207.84","54,018.00","204.88","United States","New York Stock Exchange Inc.","USD"
"NHY","NORSK HYDRO","Materials","Equity","11,048,884.69","0.02","11,048,884.69","1,183,624.00","9.33","Norway","Oslo Bors Asa","NOK"
"6701","NEC CORP","Information Technology","Equity","11,027,266.85","0.02","11,027,266.85","258,600.00","42.64","Japan","Tokyo Stock Exchange","JPY"
"6723","RENESAS ELECTRONICS CORP","Information Technology","Equity","11,019,428.28","0.02","11,019,428.28","1,026,400.00","10.74","Japan","Tokyo Stock Exchange","JPY"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","11,001,928.52","0.02","11,001,928.52","65,131.00","168.92","United States","New York Stock Exchange Inc.","USD"
"HAS","HASBRO INC","Consumer Discretionary","Equity","10,970,954.17","0.02","10,970,954.17","123,283.00","88.99","United States","NASDAQ","USD"
"8309","SUMITOMO MITSUI TRUST HOLDINGS INC","Financials","Equity","10,949,248.27","0.02","10,949,248.27","324,573.00","33.73","Japan","Tokyo Stock Exchange","JPY"
"LOGN","LOGITECH INTERNATIONAL SA","Information Technology","Equity","10,922,944.01","0.02","10,922,944.01","154,287.00","70.80","Switzerland","SIX Swiss Exchange","CHF"
"BNZL","BUNZL","Industrials","Equity","10,898,245.65","0.02","10,898,245.65","299,035.00","36.44","United Kingdom","London Stock Exchange","GBP"
"HEN3","HENKEL & KGAA PREF AG","Consumer Staples","Equity","10,889,551.90","0.02","10,889,551.90","154,518.00","70.47","Germany","Xetra","EUR"
"ESSITY B","ESSITY CLASS B","Consumer Staples","Equity","10,860,049.78","0.02","10,860,049.78","456,439.00","23.79","Sweden","Nasdaq Omx Nordic","SEK"
"NN","NN GROUP NV","Financials","Equity","10,854,467.59","0.02","10,854,467.59","237,950.00","45.62","Netherlands","Euronext Amsterdam","EUR"
"6920","LASERTEC CORP","Information Technology","Equity","10,835,234.77","0.02","10,835,234.77","68,400.00","158.41","Japan","Tokyo Stock Exchange","JPY"
"2503","KIRIN HOLDINGS LTD","Consumer Staples","Equity","10,820,857.33","0.02","10,820,857.33","696,360.00","15.54","Japan","Tokyo Stock Exchange","JPY"
"SJM","JM SMUCKER","Consumer Staples","Equity","10,800,038.85","0.02","10,800,038.85","83,949.00","128.65","United States","New York Stock Exchange Inc.","USD"
"7269","SUZUKI MOTOR CORP","Consumer Discretionary","Equity","10,799,986.20","0.02","10,799,986.20","325,304.00","33.20","Japan","Tokyo Stock Exchange","JPY"
"SWED A","SWEDBANK","Financials","Equity","10,793,453.25","0.02","10,793,453.25","736,083.00","14.66","Sweden","Nasdaq Omx Nordic","SEK"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","10,769,403.20","0.02","10,769,403.20","213,340.00","50.48","United States","New York Stock Exchange Inc.","USD"
"SWMA","SWEDISH MATCH","Consumer Staples","Equity","10,752,860.60","0.02","10,752,860.60","1,461,877.00","7.36","Sweden","Nasdaq Omx Nordic","SEK"
"PODD","INSULET CORP","Health Care","Equity","10,747,107.78","0.02","10,747,107.78","45,746.00","234.93","United States","NASDAQ","USD"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","10,713,181.73","0.02","10,713,181.73","40,189.00","266.57","United States","New York Stock Exchange Inc.","USD"
"2802","AJINOMOTO INC","Consumer Staples","Equity","10,685,144.57","0.02","10,685,144.57","359,995.00","29.68","Japan","Tokyo Stock Exchange","JPY"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","10,654,845.60","0.02","10,654,845.60","137,128.00","77.70","United States","New York Stock Exchange Inc.","USD"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Health Care","Equity","10,656,286.68","0.02","10,656,286.68","136,812.00","77.89","United States","NASDAQ","USD"
"STMN","STRAUMANN HOLDING AG","Health Care","Equity","10,653,305.30","0.02","10,653,305.30","7,577.00","1,406.01","Switzerland","SIX Swiss Exchange","CHF"
"BG","BUNGE LTD","Consumer Staples","Equity","10,591,094.50","0.02","10,591,094.50","96,502.00","109.75","United States","New York Stock Exchange Inc.","USD"
"WSP","WSP GLOBAL INC","Industrials","Equity","10,587,607.81","0.02","10,587,607.81","80,253.00","131.93","Canada","Toronto Stock Exchange","CAD"
"NZYM B","NOVOZYMES B","Materials","Equity","10,573,033.14","0.02","10,573,033.14","177,288.00","59.64","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"BNR","BRENNTAG","Industrials","Equity","10,558,785.61","0.02","10,558,785.61","143,112.00","73.78","Germany","Xetra","EUR"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","10,557,415.78","0.02","10,557,415.78","53,969.00","195.62","United States","New York Stock Exchange Inc.","USD"
"8267","AEON LTD","Consumer Staples","Equity","10,499,402.41","0.02","10,499,402.41","462,600.00","22.70","Japan","Tokyo Stock Exchange","JPY"
"PUB","PUBLICIS GROUPE SA","Communication","Equity","10,499,269.41","0.02","10,499,269.41","176,983.00","59.32","France","Nyse Euronext - Euronext Paris","EUR"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Materials","Equity","10,453,824.52","0.02","10,453,824.52","319,562.00","32.71","Australia","Asx - All Markets","AUD"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","10,440,292.06","0.02","10,440,292.06","271,106.00","38.51","United States","NASDAQ","USD"
"FRE","FRESENIUS SE AND CO KGAA","Health Care","Equity","10,417,197.73","0.02","10,417,197.73","313,835.00","33.19","Germany","Xetra","EUR"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","10,407,494.25","0.02","10,407,494.25","222,525.00","46.77","United States","New York Stock Exchange Inc.","USD"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","10,399,540.26","0.02","10,399,540.26","223,214.00","46.59","United States","NASDAQ","USD"
"RO","ROCHE HOLDING AG","Health Care","Equity","10,387,094.08","0.02","10,387,094.08","25,472.00","407.78","Switzerland","SIX Swiss Exchange","CHF"
"HM B","HENNES & MAURITZ","Consumer Discretionary","Equity","10,362,435.67","0.02","10,362,435.67","699,276.00","14.82","Sweden","Nasdaq Omx Nordic","SEK"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrials","Equity","10,350,173.21","0.02","10,350,173.21","1,075,346.00","9.62","Sweden","Nasdaq Omx Nordic","SEK"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","10,350,255.98","0.02","10,350,255.98","121,169.00","85.42","United States","NASDAQ","USD"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","10,340,779.54","0.02","10,340,779.54","309,049.00","33.46","United States","New York Stock Exchange Inc.","USD"
"VTRS","VIATRIS INC","Health Care","Equity","10,332,702.16","0.02","10,332,702.16","1,021,018.00","10.12","United States","NASDAQ","USD"
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Industrials","Equity","10,282,031.36","0.02","10,282,031.36","121,984.00","84.29","United States","New York Stock Exchange Inc.","USD"
"SN.","SMITH AND NEPHEW PLC","Health Care","Equity","10,260,272.61","0.02","10,260,272.61","659,238.00","15.56","United Kingdom","London Stock Exchange","GBP"
"CCO","CAMECO CORP","Energy","Equity","10,248,446.17","0.02","10,248,446.17","372,932.00","27.48","Canada","Toronto Stock Exchange","CAD"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","10,229,565.20","0.02","10,229,565.20","343,274.00","29.80","United States","New York Stock Exchange Inc.","USD"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financials","Equity","10,178,661.31","0.02","10,178,661.31","22,081.00","460.97","Canada","Toronto Stock Exchange","CAD"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","10,171,904.40","0.02","10,171,904.40","29,673.00","342.80","United States","NASDAQ","USD"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","10,172,036.13","0.02","10,172,036.13","195,729.00","51.97","United States","New York Stock Exchange Inc.","USD"
"QBE","QBE INSURANCE GROUP LTD","Financials","Equity","10,159,578.74","0.02","10,159,578.74","1,298,656.00","7.82","Australia","Asx - All Markets","AUD"
"4307","NOMURA RESEARCH INSTITUTE LTD","Information Technology","Equity","10,125,501.66","0.02","10,125,501.66","280,910.00","36.05","Japan","Tokyo Stock Exchange","JPY"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","10,101,130.78","0.02","10,101,130.78","53,698.00","188.11","United States","New York Stock Exchange Inc.","USD"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","10,099,239.04","0.02","10,099,239.04","18,656.00","541.34","United States","New York Stock Exchange Inc.","USD"
"NICE","NICE LTD","Information Technology","Equity","10,094,831.59","0.02","10,094,831.59","46,764.00","215.87","Israel","Tel Aviv Stock Exchange","ILS"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","10,037,271.75","0.02","10,037,271.75","66,715.00","150.45","United States","New York Stock Exchange Inc.","USD"
"INCY","INCYTE CORP","Health Care","Equity","10,038,059.16","0.02","10,038,059.16","136,628.00","73.47","United States","NASDAQ","USD"
"ERF","EUROFINS SCIENTIFIC","Health Care","Equity","10,010,039.93","0.02","10,010,039.93","108,139.00","92.57","France","Nyse Euronext - Euronext Paris","EUR"
"FFIV","F5 INC","Information Technology","Equity","9,993,422.23","0.02","9,993,422.23","50,839.00","196.57","United States","NASDAQ","USD"
"5020","ENEOS HOLDINGS INC","Energy","Equity","9,980,900.40","0.02","9,980,900.40","2,595,728.00","3.85","Japan","Tokyo Stock Exchange","JPY"
"ZAL","ZALANDO","Consumer Discretionary","Equity","9,979,843.85","0.02","9,979,843.85","191,690.00","52.06","Germany","Xetra","EUR"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","9,973,215.15","0.02","9,973,215.15","211,521.00","47.15","United States","New York Stock Exchange Inc.","USD"
"MOWI","MOWI","Consumer Staples","Equity","9,963,654.55","0.02","9,963,654.55","415,126.00","24.00","Norway","Oslo Bors Asa","NOK"
"4689","Z HOLDINGS CORP","Communication","Equity","9,945,964.99","0.02","9,945,964.99","2,227,900.00","4.46","Japan","Tokyo Stock Exchange","JPY"
"PINS","PINTEREST INC CLASS A","Communication","Equity","9,942,611.12","0.02","9,942,611.12","415,661.00","23.92","United States","New York Stock Exchange Inc.","USD"
"EPI A","EPIROC CLASS A","Industrials","Equity","9,911,123.99","0.02","9,911,123.99","478,446.00","20.72","Sweden","Nasdaq Omx Nordic","SEK"
"WRB","WR BERKLEY CORP","Financials","Equity","9,912,200.81","0.02","9,912,200.81","106,801.00","92.81","United States","New York Stock Exchange Inc.","USD"
"ROKU","ROKU INC CLASS A","Communication","Equity","9,908,659.80","0.02","9,908,659.80","89,388.00","110.85","United States","NASDAQ","USD"
"ARGX","ARGENX","Health Care","Equity","9,857,927.79","0.02","9,857,927.79","35,531.00","277.45","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"6506","YASKAWA ELECTRIC CORP","Industrials","Equity","9,836,036.74","0.02","9,836,036.74","256,900.00","38.29","Japan","Tokyo Stock Exchange","JPY"
"6869","SYSMEX CORP","Health Care","Equity","9,796,670.24","0.02","9,796,670.24","129,807.00","75.47","Japan","Tokyo Stock Exchange","JPY"
"INF","INFORMA PLC","Communication","Equity","9,785,740.13","0.02","9,785,740.13","1,390,637.00","7.04","United Kingdom","London Stock Exchange","GBP"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industrials","Equity","9,776,307.20","0.02","9,776,307.20","323,732.00","30.20","Japan","Tokyo Stock Exchange","JPY"
"QIA","QIAGEN NV","Health Care","Equity","9,767,322.35","0.02","9,767,322.35","222,056.00","43.99","Germany","Xetra","EUR"
"UCB","UCB SA","Health Care","Equity","9,755,082.91","0.02","9,755,082.91","92,338.00","105.65","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"9104","MITSUI OSK LINES LTD","Industrials","Equity","9,725,003.23","0.02","9,725,003.23","101,600.00","95.72","Japan","Tokyo Stock Exchange","JPY"
"8015","TOYOTA TSUSHO CORP","Industrials","Equity","9,712,896.13","0.02","9,712,896.13","243,800.00","39.84","Japan","Tokyo Stock Exchange","JPY"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","9,681,403.80","0.02","9,681,403.80","205,332.00","47.15","United States","New York Stock Exchange Inc.","USD"
"ABMD","ABIOMED INC","Health Care","Equity","9,626,113.14","0.02","9,626,113.14","31,497.00","305.62","United States","NASDAQ","USD"
"PTC","PTC INC","Information Technology","Equity","9,598,631.56","0.02","9,598,631.56","89,858.00","106.82","United States","NASDAQ","USD"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","9,565,119.30","0.02","9,565,119.30","114,115.00","83.82","United States","New York Stock Exchange Inc.","USD"
"3407","ASAHI KASEI CORP","Materials","Equity","9,555,263.47","0.02","9,555,263.47","1,093,856.00","8.74","Japan","Tokyo Stock Exchange","JPY"
"SY1","SYMRISE AG","Materials","Equity","9,556,168.80","0.02","9,556,168.80","87,942.00","108.66","Germany","Xetra","EUR"
"VIFN","VIFOR PHARMA AG","Health Care","Equity","9,543,813.20","0.02","9,543,813.20","53,499.00","178.39","Switzerland","SIX Swiss Exchange","CHF"
"MAERSK A","A P MOLLER MAERSK","Industrials","Equity","9,546,188.42","0.02","9,546,188.42","3,249.00","2,938.19","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"JNPR","JUNIPER NETWORKS INC","Information Technology","Equity","9,490,481.00","0.02","9,490,481.00","285,428.00","33.25","United States","New York Stock Exchange Inc.","USD"
"NDSN","NORDSON CORP","Industrials","Equity","9,486,296.60","0.02","9,486,296.60","44,110.00","215.06","United States","NASDAQ","USD"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","9,427,728.75","0.02","9,427,728.75","120,175.00","78.45","United States","New York Stock Exchange Inc.","USD"
"CPU","COMPUTERSHARE","Information Technology","Equity","9,384,809.75","0.02","9,384,809.75","589,550.00","15.92","Australia","Asx - All Markets","AUD"
"FWONK","LIBERTY MEDIA FORMULA ONE CORP SER","Communication","Equity","9,356,421.96","0.02","9,356,421.96","162,777.00","57.48","United States","NASDAQ","USD"
"RHI","ROBERT HALF","Industrials","Equity","9,297,483.08","0.02","9,297,483.08","82,762.00","112.34","United States","New York Stock Exchange Inc.","USD"
"EDEN","EDENRED","Information Technology","Equity","9,268,028.08","0.02","9,268,028.08","208,511.00","44.45","France","Nyse Euronext - Euronext Paris","EUR"
"BAER","JULIUS BAER GRUPPE AG","Financials","Equity","9,249,088.95","0.02","9,249,088.95","180,401.00","51.27","Switzerland","SIX Swiss Exchange","CHF"
"CGNX","COGNEX CORP","Information Technology","Equity","9,235,285.95","0.02","9,235,285.95","139,865.00","66.03","United States","NASDAQ","USD"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","9,186,020.56","0.02","9,186,020.56","191,057.00","48.08","United States","New York Stock Exchange Inc.","USD"
"UU.","UNITED UTILITIES GROUP PLC","Utilities","Equity","9,184,110.78","0.02","9,184,110.78","651,962.00","14.09","United Kingdom","London Stock Exchange","GBP"
"HO","THALES SA","Industrials","Equity","9,123,846.01","0.02","9,123,846.01","74,032.00","123.24","France","Nyse Euronext - Euronext Paris","EUR"
"SVT","SEVERN TRENT PLC","Utilities","Equity","9,102,020.56","0.02","9,102,020.56","240,730.00","37.81","United Kingdom","London Stock Exchange","GBP"
"8830","SUMITOMO REALTY & DEVELOPMENT LTD","Real Estate","Equity","9,094,707.98","0.02","9,094,707.98","324,813.00","28.00","Japan","Tokyo Stock Exchange","JPY"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","9,091,948.50","0.02","9,091,948.50","200,175.00","45.42","Netherlands","NASDAQ","USD"
"9962","MISUMI GROUP INC","Industrials","Equity","9,087,082.31","0.02","9,087,082.31","298,100.00","30.48","Japan","Tokyo Stock Exchange","JPY"
"SNA","SNAP ON INC","Industrials","Equity","9,066,440.90","0.02","9,066,440.90","43,795.00","207.02","United States","New York Stock Exchange Inc.","USD"
"EXAS","EXACT SCIENCES CORP","Health Care","Equity","9,041,487.12","0.02","9,041,487.12","131,877.00","68.56","United States","NASDAQ","USD"
"WLN","WORLDLINE SA","Information Technology","Equity","8,984,418.27","0.02","8,984,418.27","201,158.00","44.66","France","Nyse Euronext - Euronext Paris","EUR"
"KPN","KONINKLIJKE KPN NV","Communication","Equity","8,953,962.46","0.02","8,953,962.46","2,718,735.00","3.29","Netherlands","Euronext Amsterdam","EUR"
"5201","AGC INC","Industrials","Equity","8,948,453.76","0.02","8,948,453.76","224,612.00","39.84","Japan","Tokyo Stock Exchange","JPY"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Consumer Staples","Equity","8,922,421.69","0.02","8,922,421.69","83.00","107,499.06","Switzerland","SIX Swiss Exchange","CHF"
"1605","INPEX CORP","Energy","Equity","8,911,451.68","0.02","8,911,451.68","770,057.00","11.57","Japan","Tokyo Stock Exchange","JPY"
"L","LOEWS CORP","Financials","Equity","8,896,454.70","0.02","8,896,454.70","146,083.00","60.90","United States","New York Stock Exchange Inc.","USD"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","8,886,519.20","0.02","8,886,519.20","145,015.00","61.28","United States","New York Stock Exchange Inc.","USD"
"1928","SEKISUI HOUSE LTD","Consumer Discretionary","Equity","8,882,141.70","0.02","8,882,141.70","445,413.00","19.94","Japan","Tokyo Stock Exchange","JPY"
"6762","TDK CORP","Information Technology","Equity","8,862,484.37","0.02","8,862,484.37","264,200.00","33.54","Japan","Tokyo Stock Exchange","JPY"
"4704","TREND MICRO INC","Information Technology","Equity","8,865,209.68","0.02","8,865,209.68","152,079.00","58.29","Japan","Tokyo Stock Exchange","JPY"
"CA","CARREFOUR SA","Consumer Staples","Equity","8,843,819.42","0.02","8,843,819.42","452,188.00","19.56","France","Nyse Euronext - Euronext Paris","EUR"
"OTEX","OPEN TEXT CORP","Information Technology","Equity","8,827,423.39","0.02","8,827,423.39","206,563.00","42.73","Canada","Toronto Stock Exchange","CAD"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Consumer Staples","Equity","8,823,117.15","0.02","8,823,117.15","835.00","10,566.61","Switzerland","SIX Swiss Exchange","CHF"
"8697","JAPAN EXCHANGE GROUP INC","Financials","Equity","8,822,136.85","0.02","8,822,136.85","455,300.00","19.38","Japan","Tokyo Stock Exchange","JPY"
"J36","JARDINE MATHESON HOLDINGS LTD","Industrials","Equity","8,800,910.06","0.02","8,800,910.06","157,103.00","56.02","Hong Kong","Singapore Exchange","USD"
"BOL","BOLIDEN","Materials","Equity","8,772,831.66","0.02","8,772,831.66","193,369.00","45.37","Sweden","Nasdaq Omx Nordic","SEK"
"CARL B","CARLSBERG AS CL B","Consumer Staples","Equity","8,776,278.06","0.02","8,776,278.06","73,307.00","119.72","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"TLS","TELSTRA CORPORATION LTD","Communication","Equity","8,764,343.18","0.02","8,764,343.18","3,069,300.00","2.86","Australia","Asx - All Markets","AUD"
"9843","NITORI HOLDINGS LTD","Consumer Discretionary","Equity","8,727,053.16","0.02","8,727,053.16","61,224.00","142.54","Japan","Tokyo Stock Exchange","JPY"
"9021","WEST JAPAN RAILWAY","Industrials","Equity","8,711,768.13","0.02","8,711,768.13","211,839.00","41.12","Japan","Tokyo Stock Exchange","JPY"
"CTC.A","CANADIAN TIRE LTD CLASS A","Consumer Discretionary","Equity","8,685,535.35","0.02","8,685,535.35","62,213.00","139.61","Canada","Toronto Stock Exchange","CAD"
"SRG","SNAM","Utilities","Equity","8,683,112.58","0.02","8,683,112.58","1,602,376.00","5.42","Italy","Borsa Italiana","EUR"
"TOU","TOURMALINE OIL CORP","Energy","Equity","8,675,518.84","0.02","8,675,518.84","218,271.00","39.75","Canada","Toronto Stock Exchange","CAD"
"CRDA","CRODA INTERNATIONAL PLC","Materials","Equity","8,673,616.18","0.02","8,673,616.18","96,392.00","89.98","United Kingdom","London Stock Exchange","GBP"
"DTG","DAIMLER TRUCK HOLDING E AG","Industrials","Equity","8,645,177.53","0.02","8,645,177.53","339,069.00","25.50","Germany","Xetra","EUR"
"4684","OBIC LTD","Information Technology","Equity","8,647,691.98","0.02","8,647,691.98","56,024.00","154.36","Japan","Tokyo Stock Exchange","JPY"
"4528","ONO PHARMACEUTICAL LTD","Health Care","Equity","8,633,035.83","0.02","8,633,035.83","340,000.00","25.39","Japan","Tokyo Stock Exchange","JPY"
"AIZ","ASSURANT INC","Financials","Equity","8,626,695.00","0.02","8,626,695.00","50,925.00","169.40","United States","New York Stock Exchange Inc.","USD"
"SCA B","SVENSKA CELLULOSA B","Materials","Equity","8,622,056.91","0.02","8,622,056.91","495,988.00","17.38","Sweden","Nasdaq Omx Nordic","SEK"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Utilities","Equity","8,608,146.57","0.02","8,608,146.57","1,103,765.00","7.80","Italy","Borsa Italiana","EUR"
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Real Estate","Equity","8,585,981.73","0.02","8,585,981.73","416,593.00","20.61","United States","New York Stock Exchange Inc.","USD"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Consumer Discretionary","Equity","8,566,353.63","0.02","8,566,353.63","135,881.00","63.04","United Kingdom","London Stock Exchange","GBP"
"NXT","NEXT PLC","Consumer Discretionary","Equity","8,556,623.20","0.02","8,556,623.20","106,951.00","80.01","United Kingdom","London Stock Exchange","GBP"
"PNR","PENTAIR","Industrials","Equity","8,491,844.90","0.02","8,491,844.90","155,386.00","54.65","United States","New York Stock Exchange Inc.","USD"
"XRAY","DENTSPLY SIRONA INC","Health Care","Equity","8,456,718.20","0.02","8,456,718.20","166,865.00","50.68","United States","NASDAQ","USD"
"6645","OMRON CORP","Information Technology","Equity","8,439,377.40","0.02","8,439,377.40","128,300.00","65.78","Japan","Tokyo Stock Exchange","JPY"
"INVE A","INVESTOR CLASS A","Financials","Equity","8,419,631.08","0.02","8,419,631.08","402,420.00","20.92","Sweden","Nasdaq Omx Nordic","SEK"
"NRG","NRG ENERGY INC","Utilities","Equity","8,402,576.40","0.02","8,402,576.40","223,176.00","37.65","United States","New York Stock Exchange Inc.","USD"
"HLMA","HALMA PLC","Information Technology","Equity","8,391,130.87","0.02","8,391,130.87","272,328.00","30.81","United Kingdom","London Stock Exchange","GBP"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","8,386,899.75","0.02","8,386,899.75","105,775.00","79.29","United States","New York Stock Exchange Inc.","USD"
"LYFT","LYFT INC CLASS A","Industrials","Equity","8,374,857.54","0.02","8,374,857.54","222,558.00","37.63","United States","NASDAQ","USD"
"DANSKE","DANSKE BANK","Financials","Equity","8,378,544.53","0.02","8,378,544.53","533,230.00","15.71","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"RE","EVEREST RE GROUP LTD","Financials","Equity","8,359,356.28","0.02","8,359,356.28","30,532.00","273.79","United States","New York Stock Exchange Inc.","USD"
"YAR","YARA INTERNATIONAL","Materials","Equity","8,345,849.16","0.02","8,345,849.16","177,495.00","47.02","Norway","Oslo Bors Asa","NOK"
"MTX","MTU AERO ENGINES HOLDING AG","Industrials","Equity","8,347,095.36","0.02","8,347,095.36","38,819.00","215.03","Germany","Xetra","EUR"
"66","MTR CORPORATION CORP LTD","Industrials","Equity","8,288,976.81","0.02","8,288,976.81","1,603,000.00","5.17","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"4523","EISAI LTD","Health Care","Equity","8,215,923.77","0.02","8,215,923.77","170,440.00","48.20","Japan","Tokyo Stock Exchange","JPY"
"ALLE","ALLEGION PLC","Industrials","Equity","8,202,072.10","0.02","8,202,072.10","72,649.00","112.90","United States","New York Stock Exchange Inc.","USD"
"LCID","LUCID GROUP INC","Consumer Discretionary","Equity","8,204,454.27","0.02","8,204,454.27","338,887.00","24.21","United States","NASDAQ","USD"
"BXB","BRAMBLES LTD","Industrials","Equity","8,177,443.28","0.02","8,177,443.28","1,126,918.00","7.26","Australia","Asx - All Markets","AUD"
